KEY WEST,VACA KEY,"VIRGINIA KEY, FL",MIAMI BEACH,PORT ISABEL,NAPLES,PORT MANSFIELD,FORT MYERS,ST. PETERSBURG,CLEARWATER BEACH,ROCKPORT,"TRIDENT PIER, PORT CANAVERAL",FREEPORT,CEDAR KEY II,GRAND ISLE,"GALVESTON I, PLEASURE PIER, TX","GALVESTON II, PIER 21, TX",EUGENE ISLAND,APALACHICOLA,"PANAMA CITY, ST.ANDREWS BAY, FL",DAUPHIN ISLAND,BAY WAVELAND YACHT CLUB II,MAYPORT,PENSACOLA,FERNANDINA BEACH,FORT PULASKI,CHARLESTON I,SPRINGMAID PIER,WILMINGTON,"BEAUFORT, NORTH CAROLINA","OREGON INLET MARINA, NORTH CAROLINA",DUCK PIER OUTSIDE,PORTSMOUTH (NORFOLK NAVY YARD),"SEWELLS POINT, HAMPTON ROADS",CHESAPEAKE BAY BR. TUN.,KIPTOPEKE BEACH,GLOUCESTER POINT,"LEWISETTA, VIRGINIA",SOLOMON'S ISLAND (BIOL. LAB.),CAMBRIDGE II,LEWES (BREAKWATER HARBOR),WASHINGTON DC,CAPE MAY,ANNAPOLIS (NAVAL ACADEMY),"TOLCHESTER BEACH, MARYLAND",BALTIMORE,ATLANTIC CITY,REEDY POINT,PHILADELPHIA (PIER 9N),SANDY HOOK,"BERGEN POINT, STATEN IS.",NEW YORK (THE BATTERY),WILLETS POINT,PORT JEFFERSON,MONTAUK,BRIDGEPORT,NANTUCKET ISLAND,NEW LONDON,NEWPORT,WOODS HOLE (OCEAN. INST.),PROVIDENCE (STATE PIER),BOSTON,SEAVEY ISLAND,PORTLAND  (MAINE),YARMOUTH,"BAR HARBOR, FRENCHMAN BAY, ME",HALIFAX,EASTPORT,"SAINT JOHN, N.B.",NORTH SYDNEY,CHARLOTTETOWN
-81.806667,-81.105,-80.161667,-80.131667,-97.215,-81.806667,-97.421667,-81.87,-82.626667,-82.831667,-97.046667,-80.591667,-95.308333,-83.031667,-89.956667,-94.788333,-94.793333,-91.385,-84.981667,-85.666667,-88.075,-89.32578,-81.431667,-87.21,-81.465,-80.901667,-79.925,-78.918333,-77.953333,-76.67,-75.548333,-75.746667,-76.293333,-76.33,-76.113333,-75.988333,-76.5,-76.465,-76.451667,-76.068333,-75.12,-77.021667,-74.96,-76.48,-76.245,-76.578333,-74.418333,-75.573333,-75.141667,-74.008333,-74.141667,-74.013333,-73.781667,-73.076667,-71.96,-73.181667,-70.096667,-72.09,-71.326667,-70.671667,-71.4,-71.053333,-70.741667,-70.246667,-66.133333,-68.205,-63.583333,-66.981667,-66.066667,-60.25,-63.116667
24.555,24.711667,25.73,25.768333,26.06,26.131667,26.553333,26.646667,27.76,27.978333,28.021667,28.415,28.948333,29.135,29.263333,29.285,29.31,29.371667,29.726667,30.151667,30.25,30.32639,30.393333,30.403333,30.671667,32.033333,32.781667,33.655,34.226667,34.72,35.795,36.183333,36.821667,36.946667,36.966667,37.165,37.246667,37.995,38.316667,38.573333,38.781667,38.873333,38.968333,38.983333,39.213333,39.266667,39.355,39.558333,39.933333,40.466667,40.636667,40.7,40.793333,40.95,41.048333,41.173333,41.285,41.36,41.505,41.523333,41.806667,42.353333,43.08,43.656667,43.833333,44.391667,44.666667,44.903333,45.266667,46.216667,46.233333
