,Year,AMOC
0,380.0006191950465,31.48877428125044
1,381.001238390093,31.443887747208862
2,382.0018575851393,31.39873289990456
3,383.0024767801858,31.353296014441984
4,384.0030959752323,31.3075627679918
5,385.0037151702786,31.261518287611633
6,386.0043343653251,31.21514742263806
7,387.00495356037163,31.168436956883355
8,388.0055727554179,31.12138210787063
9,389.0061919504644,31.07399144415652
10,390.00681114551094,31.026287512582662
11,391.00743034055745,30.978304433440965
12,392.00804953560373,30.930084333208793
13,393.00866873065024,30.88167382522133
14,394.00928792569675,30.833121032839568
15,395.00990712074304,30.784473190080462
16,396.01052631578955,30.735774636966223
17,397.01114551083606,30.687064956241723
18,398.01176470588234,30.638376988508984
19,399.01238390092885,30.589734453220537
20,400.01300309597536,30.54114884336879
21,401.01362229102165,30.4926150731236
22,402.01424148606816,30.444104845804425
23,403.01486068111467,30.39555536440427
24,404.01547987616095,30.346847608433983
25,405.01609907120746,30.29893644713045
26,406.016718266254,30.252219434583793
27,407.01733746130026,30.20677995200525
28,408.01795665634677,30.162635044053093
29,409.0185758513933,30.119758506270056
30,410.0191950464398,30.078119251242363
31,411.0198142414861,30.03772896579497
32,412.0204334365326,29.99867435694964
33,413.0210526315791,29.961099458035065
34,414.0216718266254,29.925162217311847
35,415.0222910216719,29.89099593568405
36,416.0229102167184,29.858687950038462
37,417.0235294117647,29.82827595822502
38,418.0241486068112,29.799757097604175
39,419.0247678018577,29.773103733837562
40,420.025386996904,29.748280676982056
41,421.0260061919505,29.72525975959371
42,422.026625386997,29.70402886208223
43,423.0272445820433,29.684593618944547
44,424.0278637770898,29.666971391112313
45,425.0284829721363,29.651178693402315
46,426.0291021671828,29.637214923948683
47,427.0297213622291,29.625046567331957
48,428.0303405572756,29.61459660056325
49,429.03095975232213,29.605743288477964
50,430.0315789473684,29.598330813211923
51,431.0321981424149,29.592191632329047
52,432.03281733746144,29.58717768217632
53,433.0334365325077,29.58319490606255
54,434.03405572755423,29.580233792123984
55,435.03467492260074,29.57838820745194
56,436.035294117647,29.577856086389016
57,437.03591331269354,29.57891877715046
58,438.03653250774005,29.581901092075586
59,439.03715170278633,29.58712022395784
60,440.03777089783284,29.59483618360571
61,441.03839009287935,29.605216673751546
62,442.03900928792586,29.618324611824104
63,443.03962848297215,29.634128915653665
64,444.04024767801866,29.65253219993013
65,445.04086687306517,29.673405499831567
66,446.04148606811145,29.696620622685586
67,447.04210526315796,29.722073773792907
68,448.0427244582045,29.74969780089697
69,449.04334365325076,29.77946367659576
70,450.04396284829727,29.811374052548558
71,451.0445820433438,29.845452545975494
72,452.04520123839006,29.881732155489225
73,453.0458204334366,29.920245308959306
74,454.0464396284831,29.9610168785019
75,455.04705882352937,30.00406026731203
76,456.0476780185759,30.049375516352416
77,457.0482972136224,30.09694740013671
78,458.0489164086689,30.146740849417803
79,459.0495356037152,30.198691121036028
80,460.0501547987617,30.25268742883857
81,461.0507739938082,30.308551521121895
82,462.0513931888545,30.366016424967405
83,463.052012383901,30.424713619682443
84,464.0526315789475,30.484176987284858
85,465.0532507739938,30.543867632421144
86,466.0538699690403,30.603216205775738
87,467.0544891640868,30.661672464715824
88,468.0551083591331,30.718749371483103
89,469.0557275541796,30.774052116372328
90,470.0563467492261,30.827288687740502
91,471.0569659442724,30.878264399323918
92,472.0575851393189,30.926865871770385
93,473.0582043343654,30.973040232028872
94,474.0588235294117,31.01677394216228
95,475.0594427244582,31.05807398353004
96,476.06006191950473,31.09695283372303
97,477.06068111455124,31.1334179204827
98,478.0613003095975,31.16746580558265
99,479.06191950464404,31.19908099890141
100,480.06253869969055,31.22823914773274
101,481.06315789473683,31.25491431460177
102,482.06377708978334,31.27908969109988
103,483.06439628482985,31.300770401397134
104,484.06501547987614,31.319996289776967
105,485.06563467492265,31.33685211075812
106,486.06625386996916,31.351472681456425
107,487.06687306501544,31.364041449678137
108,488.06749226006195,31.374782388565055
109,489.06811145510846,31.38394667726319
110,490.06873065015475,31.391796729366686
111,491.06934984520126,31.398590445533667
112,492.06996904024777,31.404568088984288
113,493.0705882352943,31.409943193453582
114,494.07120743034056,31.41489780177426
115,495.0718266253871,31.41958141864653
116,496.0724458204336,31.424112504121634
117,497.07306501547987,31.428581203624258
118,498.0736842105264,31.433052368103404
119,499.0743034055729,31.437568343353856
120,500.0749226006192,31.442151211487776
121,501.0755417956657,31.446804283256853
122,502.0761609907122,31.451512744058594
123,503.0767801857585,31.45624345509551
124,504.077399380805,31.46094398927063
125,505.0780185758515,31.465541057923296
126,506.0786377708978,31.469938611313935
127,507.0792569659443,31.4740160929469
128,508.0798761609908,31.477627418704216
129,509.0804953560373,31.480601230684357
130,510.0811145510836,31.48274287275762
131,511.0817337461301,31.48383834684743
132,512.0823529411766,31.483660238919754
133,513.0829721362229,31.481975280027275
134,514.0835913312694,31.47855288843798
135,515.0842105263159,31.473173801828988
136,516.0848297213622,31.46563782716184
137,517.0854489164087,31.455769847991924
138,518.0860681114552,31.443423515539813
139,519.0866873065015,31.42848243695974
140,520.087306501548,31.410859060331514
141,521.0879256965945,31.390491750293556
