,Year,AMOC
0,1475.001893939394,32.53140961337943
1,1476.003787878788,32.507197366600025
2,1477.0056818181818,32.48300308200094
3,1478.0075757575758,32.45883410431492
4,1479.0094696969695,32.434698958069625
5,1480.0113636363635,32.410606863131996
6,1481.0132575757575,32.38656734117366
7,1482.0151515151515,32.362589899569684
8,1483.0170454545455,32.33868377671645
9,1484.0189393939395,32.31485773183033
10,1485.0208333333333,32.291119861918034
11,1486.0227272727273,32.267477427759246
12,1487.024621212121,32.24393666891953
13,1488.026515151515,32.220502584309976
14,1489.028409090909,32.19717864901746
15,1490.030303030303,32.173966428113886
16,1491.032196969697,32.15086503217522
17,1492.034090909091,32.127870332621235
18,1493.0359848484848,32.104973814001085
19,1494.0378787878788,32.08216088682767
20,1495.0397727272727,32.05940846062366
21,1496.0416666666665,32.036681790248494
22,1497.0435606060605,32.0139318581953
23,1498.0454545454545,31.991099320064006
24,1499.0473484848485,31.96814382543031
25,1500.0492424242425,31.94512629578343
26,1501.0511363636363,31.927232995661182
27,1502.0530303030303,31.91052988221453
28,1503.0549242424242,31.895088652843718
29,1504.056818181818,31.880964079229457
30,1505.058712121212,31.868195629220956
31,1506.060606060606,31.856809330883536
32,1507.0625,31.84681959661662
33,1508.064393939394,31.83823081515421
34,1509.066287878788,31.83103860470423
35,1510.0681818181818,31.82523069130168
36,1511.0700757575758,31.820787429695585
37,1512.0719696969697,31.81768202052639
38,1513.0738636363635,31.81588049895596
39,1514.0757575757575,31.81534158037219
40,1515.0776515151515,31.816016459980748
41,1516.0795454545455,31.817848672499213
42,1517.0814393939395,31.820774100446112
43,1518.0833333333333,31.82472119100598
44,1519.0852272727273,31.829611414774973
45,1520.0871212121212,31.83535998047934
46,1521.089015151515,31.841876811856636
47,1522.090909090909,31.849067797226503
48,1523.092803030303,31.85683633506023
49,1524.094696969697,31.86508521089181
50,1525.096590909091,31.87371883844071
51,1526.0984848484848,31.88264586292974
52,1527.1003787878788,31.89178192827498
53,1528.1022727272727,31.901051971784565
54,1529.1041666666665,31.91039189352301
55,1530.1060606060605,31.919749496481565
56,1531.1079545454545,31.92908463645318
57,1532.1098484848485,31.938368627630222
58,1533.1117424242425,31.94758303868038
59,1534.1136363636363,31.9567180679117
60,1535.1155303030303,31.96577069468126
61,1536.1174242424242,31.97474276786317
62,1537.119318181818,31.983639124637097
63,1538.121212121212,31.99246576047818
64,1539.123106060606,32.00122804005472
65,1540.125,32.00992899993921
66,1541.126893939394,32.01856788002734
67,1542.128787878788,32.02713903845541
68,1543.1306818181818,32.03563140812394
