pred,lwr,upr,lwr_50,upr_50,Longitude,Latitude,SiteName,linear_rate,linear_rate_err,data_type_id,Age,section,section_index
-0.018574948892253782,-0.1209502601745173,0.07772324760612223,-0.05363592388148628,0.015451790803390784,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,303,East,1
-0.015262507205574238,-0.11563441816562066,0.07935865570806419,-0.04879725737413083,0.017205124615526056,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,332.99999999999994,East,1
-0.015262507205574238,-0.11563441816562066,0.07935865570806419,-0.04879725737413083,0.017205124615526056,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,332.99999999999994,East,1
-0.015262507205574238,-0.11563441816562066,0.07935865570806419,-0.04879725737413083,0.017205124615526056,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,332.99999999999994,East,1
-0.011659240784183579,-0.1096249239650806,0.08332313014151208,-0.04397743162241251,0.021251351864234203,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,363,East,1
-0.011659240784183579,-0.1096249239650806,0.08332313014151208,-0.04397743162241251,0.021251351864234203,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,363,East,1
-0.011659240784183579,-0.1096249239650806,0.08332313014151208,-0.04397743162241251,0.021251351864234203,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,363,East,1
-0.007685490691291159,-0.10539111893872344,0.0875154275315396,-0.039569115704437906,0.024880515948772094,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,393,East,1
-0.007685490691291159,-0.10539111893872344,0.0875154275315396,-0.039569115704437906,0.024880515948772094,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,393,East,1
-0.007685490691291159,-0.10539111893872344,0.0875154275315396,-0.039569115704437906,0.024880515948772094,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,393,East,1
-0.003261597990106347,-0.09927535297390556,0.09445792517480926,-0.03506510215322661,0.02924132338522313,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,423,East,1
-0.003261597990106347,-0.09927535297390556,0.09445792517480926,-0.03506510215322661,0.02924132338522313,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,423,East,1
-0.003261597990106347,-0.09927535297390556,0.09445792517480926,-0.03506510215322661,0.02924132338522313,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,423,East,1
9.981291461045327e-4,-0.0944026458320428,0.09866846094844303,-0.03121797580863194,0.03389569551250402,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,449,East,1
0.0016920962561615073,-0.09421103432979501,0.09916938809054174,-0.03072405554401169,0.034488010056420014,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,452.99999999999994,East,1
0.0016920962561615073,-0.09421103432979501,0.09916938809054174,-0.03072405554401169,0.034488010056420014,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,452.99999999999994,East,1
0.0016920962561615073,-0.09421103432979501,0.09916938809054174,-0.03072405554401169,0.034488010056420014,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,452.99999999999994,East,1
0.0016920962561615073,-0.09421103432979501,0.09916938809054174,-0.03072405554401169,0.034488010056420014,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,452.99999999999994,East,1
0.007255250984303066,-0.09059469982992434,0.10707411206749251,-0.025502025848452493,0.04092677051843767,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,483,East,1
0.007255250984303066,-0.09059469982992434,0.10707411206749251,-0.025502025848452493,0.04092677051843767,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,483,East,1
0.007255250984303066,-0.09059469982992434,0.10707411206749251,-0.025502025848452493,0.04092677051843767,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,483,East,1
0.007255250984303066,-0.09059469982992434,0.10707411206749251,-0.025502025848452493,0.04092677051843767,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,483,East,1
0.007649748824430883,-0.09027817206331108,0.10752754069973162,-0.024942517476117067,0.04136756396062451,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,485,East,1
0.013507197589431594,-0.08520295963845502,0.11441035826624137,-0.019432361042217818,0.04665427836416493,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,513,East,1
0.013507197589431594,-0.08520295963845502,0.11441035826624137,-0.019432361042217818,0.04665427836416493,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,513,East,1
0.013507197589431594,-0.08520295963845502,0.11441035826624137,-0.019432361042217818,0.04665427836416493,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,513,East,1
0.013507197589431594,-0.08520295963845502,0.11441035826624137,-0.019432361042217818,0.04665427836416493,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,513,East,1
0.013507197589431594,-0.08520295963845502,0.11441035826624137,-0.019432361042217818,0.04665427836416493,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,513,East,1
0.02042943372792204,-0.0798535807589244,0.12092412452287542,-0.012950830091558212,0.053287328233693046,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,543,East,1
0.02042943372792204,-0.0798535807589244,0.12092412452287542,-0.012950830091558212,0.053287328233693046,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,543,East,1
0.02042943372792204,-0.0798535807589244,0.12092412452287542,-0.012950830091558212,0.053287328233693046,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,543,East,1
0.02042943372792204,-0.0798535807589244,0.12092412452287542,-0.012950830091558212,0.053287328233693046,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,543,East,1
0.02042943372792204,-0.0798535807589244,0.12092412452287542,-0.012950830091558212,0.053287328233693046,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,543,East,1
0.02776924183846852,-0.07096057340178746,0.1267239247396716,-0.005465052510778007,0.06141483796620672,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,573,East,1
0.02776924183846852,-0.07096057340178746,0.1267239247396716,-0.005465052510778007,0.06141483796620672,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,573,East,1
0.02776924183846852,-0.07096057340178746,0.1267239247396716,-0.005465052510778007,0.06141483796620672,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,573,East,1
0.02776924183846852,-0.07096057340178746,0.1267239247396716,-0.005465052510778007,0.06141483796620672,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,573,East,1
0.02776924183846852,-0.07096057340178746,0.1267239247396716,-0.005465052510778007,0.06141483796620672,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,573,East,1
0.03025902733406743,-0.06881603558901607,0.1287250750307895,-0.002719897335018248,0.06395046850810238,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,583,East,1
0.03523958696833871,-0.063052388889154945,0.13432875092898733,0.001767033580073953,0.06877891882836906,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,603,East,1
0.03523958696833871,-0.063052388889154945,0.13432875092898733,0.001767033580073953,0.06877891882836906,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,603,East,1
0.03523958696833871,-0.063052388889154945,0.13432875092898733,0.001767033580073953,0.06877891882836906,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,603,East,1
0.03523958696833871,-0.063052388889154945,0.13432875092898733,0.001767033580073953,0.06877891882836906,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,603,East,1
0.03523958696833871,-0.063052388889154945,0.13432875092898733,0.001767033580073953,0.06877891882836906,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,603,East,1
0.03523958696833871,-0.063052388889154945,0.13432875092898733,0.001767033580073953,0.06877891882836906,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,603,East,1
0.04255343416480019,-0.0567242852119084,0.14483326005298827,0.007461562280582688,0.07665027911551166,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,633,East,1
0.04255343416480019,-0.0567242852119084,0.14483326005298827,0.007461562280582688,0.07665027911551166,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,633,East,1
0.04255343416480019,-0.0567242852119084,0.14483326005298827,0.007461562280582688,0.07665027911551166,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,633,East,1
0.04255343416480019,-0.0567242852119084,0.14483326005298827,0.007461562280582688,0.07665027911551166,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,633,East,1
0.04255343416480019,-0.0567242852119084,0.14483326005298827,0.007461562280582688,0.07665027911551166,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,633,East,1
0.04255343416480019,-0.0567242852119084,0.14483326005298827,0.007461562280582688,0.07665027911551166,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,633,East,1
0.04942374847512056,-0.051224725243676446,0.1548826479127509,0.013142884863190357,0.08395079072608208,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,662.9999999999999,East,1
0.04942374847512056,-0.051224725243676446,0.1548826479127509,0.013142884863190357,0.08395079072608208,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,662.9999999999999,East,1
0.04942374847512056,-0.051224725243676446,0.1548826479127509,0.013142884863190357,0.08395079072608208,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,662.9999999999999,East,1
0.04942374847512056,-0.051224725243676446,0.1548826479127509,0.013142884863190357,0.08395079072608208,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,662.9999999999999,East,1
0.04942374847512056,-0.051224725243676446,0.1548826479127509,0.013142884863190357,0.08395079072608208,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,662.9999999999999,East,1
0.04942374847512056,-0.051224725243676446,0.1548826479127509,0.013142884863190357,0.08395079072608208,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,662.9999999999999,East,1
0.05556349494656748,-0.047234932623384955,0.1628864850399133,0.019013847549058195,0.09078083343515578,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,693,East,1
0.05556349494656748,-0.047234932623384955,0.1628864850399133,0.019013847549058195,0.09078083343515578,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,693,East,1
0.05556349494656748,-0.047234932623384955,0.1628864850399133,0.019013847549058195,0.09078083343515578,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,693,East,1
0.05556349494656748,-0.047234932623384955,0.1628864850399133,0.019013847549058195,0.09078083343515578,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,693,East,1
0.05556349494656748,-0.047234932623384955,0.1628864850399133,0.019013847549058195,0.09078083343515578,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,693,East,1
0.05556349494656748,-0.047234932623384955,0.1628864850399133,0.019013847549058195,0.09078083343515578,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,693,East,1
0.06068563862640854,-0.04425332374247612,0.16945050888255458,0.02362645224111677,0.09716690652414309,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,723,East,1
0.06068563862640854,-0.04425332374247612,0.16945050888255458,0.02362645224111677,0.09716690652414309,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,723,East,1
0.06068563862640854,-0.04425332374247612,0.16945050888255458,0.02362645224111677,0.09716690652414309,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,723,East,1
0.06068563862640854,-0.04425332374247612,0.16945050888255458,0.02362645224111677,0.09716690652414309,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,723,East,1
0.06068563862640854,-0.04425332374247612,0.16945050888255458,0.02362645224111677,0.09716690652414309,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,723,East,1
0.06068563862640854,-0.04425332374247612,0.16945050888255458,0.02362645224111677,0.09716690652414309,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,723,East,1
0.06170363734548814,-0.04419797741668961,0.169754452406692,0.02420987596546288,0.09847988475870686,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,730,East,1
0.06450314456191136,-0.04388706970784222,0.17359760727251292,0.026971808999702626,0.10134122062592654,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,753,East,1
0.06450314456191136,-0.04388706970784222,0.17359760727251292,0.026971808999702626,0.10134122062592654,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,753,East,1
0.06450314456191136,-0.04388706970784222,0.17359760727251292,0.026971808999702626,0.10134122062592654,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,753,East,1
0.06450314456191136,-0.04388706970784222,0.17359760727251292,0.026971808999702626,0.10134122062592654,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,753,East,1
0.06450314456191136,-0.04388706970784222,0.17359760727251292,0.026971808999702626,0.10134122062592654,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,753,East,1
0.06450314456191136,-0.04388706970784222,0.17359760727251292,0.026971808999702626,0.10134122062592654,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,753,East,1
0.06450314456191136,-0.04388706970784222,0.17359760727251292,0.026971808999702626,0.10134122062592654,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,753,East,1
0.06676839387129474,-0.041258613144416756,0.17442270120654343,0.029618849829660055,0.10345212838091009,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,783,East,1
0.06676839387129474,-0.041258613144416756,0.17442270120654343,0.029618849829660055,0.10345212838091009,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,783,East,1
0.06676839387129474,-0.041258613144416756,0.17442270120654343,0.029618849829660055,0.10345212838091009,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,783,East,1
0.06676839387129474,-0.041258613144416756,0.17442270120654343,0.029618849829660055,0.10345212838091009,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,783,East,1
0.06676839387129474,-0.041258613144416756,0.17442270120654343,0.029618849829660055,0.10345212838091009,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,783,East,1
0.06676839387129474,-0.041258613144416756,0.17442270120654343,0.029618849829660055,0.10345212838091009,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,783,East,1
0.06676839387129474,-0.041258613144416756,0.17442270120654343,0.029618849829660055,0.10345212838091009,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,783,East,1
0.06756289284636303,-0.04033407565639154,0.17418069181579102,0.03169778899357885,0.1036062912708807,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,813,East,1
0.06756289284636303,-0.04033407565639154,0.17418069181579102,0.03169778899357885,0.1036062912708807,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,813,East,1
0.06756289284636303,-0.04033407565639154,0.17418069181579102,0.03169778899357885,0.1036062912708807,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,813,East,1
0.06756289284636303,-0.04033407565639154,0.17418069181579102,0.03169778899357885,0.1036062912708807,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,813,East,1
0.06756289284636303,-0.04033407565639154,0.17418069181579102,0.03169778899357885,0.1036062912708807,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,813,East,1
0.06756289284636303,-0.04033407565639154,0.17418069181579102,0.03169778899357885,0.1036062912708807,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,813,East,1
0.06756289284636303,-0.04033407565639154,0.17418069181579102,0.03169778899357885,0.1036062912708807,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,813,East,1
0.0671318793463437,-0.04139256917243264,0.16847964426138973,0.03139563969890004,0.10209521453792637,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,843,East,1
0.0671318793463437,-0.04139256917243264,0.16847964426138973,0.03139563969890004,0.10209521453792637,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,843,East,1
0.0671318793463437,-0.04139256917243264,0.16847964426138973,0.03139563969890004,0.10209521453792637,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,843,East,1
0.0671318793463437,-0.04139256917243264,0.16847964426138973,0.03139563969890004,0.10209521453792637,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,843,East,1
0.0671318793463437,-0.04139256917243264,0.16847964426138973,0.03139563969890004,0.10209521453792637,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,843,East,1
0.0671318793463437,-0.04139256917243264,0.16847964426138973,0.03139563969890004,0.10209521453792637,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,843,East,1
0.0671318793463437,-0.04139256917243264,0.16847964426138973,0.03139563969890004,0.10209521453792637,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,843,East,1
0.0657217823206023,-0.040182304165441614,0.16625146051262246,0.032044993493305446,0.10055718929444919,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,873,East,1
0.0657217823206023,-0.040182304165441614,0.16625146051262246,0.032044993493305446,0.10055718929444919,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,873,East,1
0.0657217823206023,-0.040182304165441614,0.16625146051262246,0.032044993493305446,0.10055718929444919,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,873,East,1
0.0657217823206023,-0.040182304165441614,0.16625146051262246,0.032044993493305446,0.10055718929444919,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,873,East,1
0.0657217823206023,-0.040182304165441614,0.16625146051262246,0.032044993493305446,0.10055718929444919,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,873,East,1
0.0657217823206023,-0.040182304165441614,0.16625146051262246,0.032044993493305446,0.10055718929444919,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,873,East,1
0.0657217823206023,-0.040182304165441614,0.16625146051262246,0.032044993493305446,0.10055718929444919,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,873,East,1
0.06357903071850451,-0.04301253858561386,0.1632607170070843,0.029723040782199707,0.0972602826753925,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,902.9999999999999,East,1
0.06357903071850451,-0.04301253858561386,0.1632607170070843,0.029723040782199707,0.0972602826753925,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,902.9999999999999,East,1
0.06357903071850451,-0.04301253858561386,0.1632607170070843,0.029723040782199707,0.0972602826753925,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,902.9999999999999,East,1
