pred,lwr,upr,lwr_50,upr_50,Longitude,Latitude,SiteName,linear_rate,linear_rate_err,data_type_id,Age,section
0.12534985822682115,-0.36177039238747843,0.588311905647139,-0.031524830509158185,0.28940550380538776,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,332.99999999999994,East
0.12534985822682115,-0.36177039238747843,0.588311905647139,-0.031524830509158185,0.28940550380538776,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,332.99999999999994,East
0.12534985822682115,-0.36177039238747843,0.588311905647139,-0.031524830509158185,0.28940550380538776,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,332.99999999999994,East
0.13702895739937357,-0.37355598640349486,0.6196561091821433,-0.02336117829595441,0.30651290532736813,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,363,East
0.13702895739937357,-0.37355598640349486,0.6196561091821433,-0.02336117829595441,0.30651290532736813,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,363,East
0.13702895739937357,-0.37355598640349486,0.6196561091821433,-0.02336117829595441,0.30651290532736813,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,363,East
0.15063703706572523,-0.34716465116956735,0.6356041525852194,-0.012220291234582488,0.3206909131367865,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,393,East
0.15063703706572523,-0.34716465116956735,0.6356041525852194,-0.012220291234582488,0.3206909131367865,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,393,East
0.15063703706572523,-0.34716465116956735,0.6356041525852194,-0.012220291234582488,0.3206909131367865,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,393,East
0.16617409709610437,-0.3201040407751772,0.645186884605847,0.007048685755295384,0.3323916704990097,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,423,East
0.16617409709610437,-0.3201040407751772,0.645186884605847,0.007048685755295384,0.3323916704990097,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,423,East
0.16617409709610437,-0.3201040407751772,0.645186884605847,0.007048685755295384,0.3323916704990097,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,423,East
0.1811998799551411,-0.2831129198105978,0.6483490536954258,0.03158528148313711,0.34196775387643735,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,449,East
0.18364013753291256,-0.27463244228120776,0.646951723977929,0.03484654907181854,0.3418942409871243,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,452.99999999999994,East
0.18364013753291256,-0.27463244228120776,0.646951723977929,0.03484654907181854,0.3418942409871243,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,452.99999999999994,East
0.18364013753291256,-0.27463244228120776,0.646951723977929,0.03484654907181854,0.3418942409871243,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,452.99999999999994,East
0.18364013753291256,-0.27463244228120776,0.646951723977929,0.03484654907181854,0.3418942409871243,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,452.99999999999994,East
0.20303515845503142,-0.21710962480971574,0.6441899349208363,0.057980724174072684,0.3494826934877867,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,483,East
0.20303515845503142,-0.21710962480971574,0.6441899349208363,0.057980724174072684,0.3494826934877867,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,483,East
0.20303515845503142,-0.21710962480971574,0.6441899349208363,0.057980724174072684,0.3494826934877867,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,483,East
0.20303515845503142,-0.21710962480971574,0.6441899349208363,0.057980724174072684,0.3494826934877867,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,483,East
0.20439674581703698,-0.21164358529112537,0.6422682820121783,0.05954729838217325,0.35053766489024085,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,485,East
0.22419104441320836,-0.20219514114725426,0.6466009229853226,0.08170728781883137,0.36751155301492117,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,513,East
0.22419104441320836,-0.20219514114725426,0.6466009229853226,0.08170728781883137,0.36751155301492117,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,513,East
0.22419104441320836,-0.20219514114725426,0.6466009229853226,0.08170728781883137,0.36751155301492117,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,513,East
0.22419104441320836,-0.20219514114725426,0.6466009229853226,0.08170728781883137,0.36751155301492117,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,513,East
0.22419104441320836,-0.20219514114725426,0.6466009229853226,0.08170728781883137,0.36751155301492117,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,513,East
0.24003323170469923,-0.22221471729129624,0.683284007365329,0.08894092094440434,0.39281163611825687,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,543,East
0.24003323170469923,-0.22221471729129624,0.683284007365329,0.08894092094440434,0.39281163611825687,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,543,East
0.24003323170469923,-0.22221471729129624,0.683284007365329,0.08894092094440434,0.39281163611825687,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,543,East
0.24003323170469923,-0.22221471729129624,0.683284007365329,0.08894092094440434,0.39281163611825687,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,543,East
0.24003323170469923,-0.22221471729129624,0.683284007365329,0.08894092094440434,0.39281163611825687,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,543,East
0.24682544467555667,-0.2489611554419202,0.7130036572980882,0.0799064374785472,0.40862491339076307,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,573,East
0.24682544467555667,-0.2489611554419202,0.7130036572980882,0.0799064374785472,0.40862491339076307,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,573,East
0.24682544467555667,-0.2489611554419202,0.7130036572980882,0.0799064374785472,0.40862491339076307,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,573,East
0.24682544467555667,-0.2489611554419202,0.7130036572980882,0.0799064374785472,0.40862491339076307,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,573,East
0.24682544467555667,-0.2489611554419202,0.7130036572980882,0.0799064374785472,0.40862491339076307,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,573,East
0.24707841033083006,-0.25473733109624186,0.7168402141970992,0.07662996396659962,0.4158024238313647,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,583,East
0.24456768342795351,-0.27369707901121493,0.7275802438207251,0.07253160176778002,0.41705275645437284,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,603,East
0.24456768342795351,-0.27369707901121493,0.7275802438207251,0.07253160176778002,0.41705275645437284,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,603,East
0.24456768342795351,-0.27369707901121493,0.7275802438207251,0.07253160176778002,0.41705275645437284,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,603,East
0.24456768342795351,-0.27369707901121493,0.7275802438207251,0.07253160176778002,0.41705275645437284,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,603,East
0.24456768342795351,-0.27369707901121493,0.7275802438207251,0.07253160176778002,0.41705275645437284,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,603,East
0.24456768342795351,-0.27369707901121493,0.7275802438207251,0.07253160176778002,0.41705275645437284,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,603,East
0.23325994795654273,-0.2795107490698972,0.7219782855496365,0.05715654187409727,0.40513290455316153,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,633,East
0.23325994795654273,-0.2795107490698972,0.7219782855496365,0.05715654187409727,0.40513290455316153,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,633,East
0.23325994795654273,-0.2795107490698972,0.7219782855496365,0.05715654187409727,0.40513290455316153,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,633,East
0.23325994795654273,-0.2795107490698972,0.7219782855496365,0.05715654187409727,0.40513290455316153,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,633,East
0.23325994795654273,-0.2795107490698972,0.7219782855496365,0.05715654187409727,0.40513290455316153,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,633,East
0.23325994795654273,-0.2795107490698972,0.7219782855496365,0.05715654187409727,0.40513290455316153,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,633,East
0.21290223811869358,-0.2781957494325132,0.7007239656364144,0.042998658532458794,0.3813321225553872,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,662.9999999999999,East
0.21290223811869358,-0.2781957494325132,0.7007239656364144,0.042998658532458794,0.3813321225553872,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,662.9999999999999,East
0.21290223811869358,-0.2781957494325132,0.7007239656364144,0.042998658532458794,0.3813321225553872,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,662.9999999999999,East
0.21290223811869358,-0.2781957494325132,0.7007239656364144,0.042998658532458794,0.3813321225553872,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,662.9999999999999,East
0.21290223811869358,-0.2781957494325132,0.7007239656364144,0.042998658532458794,0.3813321225553872,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,662.9999999999999,East
0.21290223811869358,-0.2781957494325132,0.7007239656364144,0.042998658532458794,0.3813321225553872,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,662.9999999999999,East
0.18349455395771233,-0.26390113729417,0.6329874785409165,0.026636432204287703,0.34613340810290294,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,693,East
0.18349455395771233,-0.26390113729417,0.6329874785409165,0.026636432204287703,0.34613340810290294,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,693,East
0.18349455395771233,-0.26390113729417,0.6329874785409165,0.026636432204287703,0.34613340810290294,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,693,East
0.18349455395771233,-0.26390113729417,0.6329874785409165,0.026636432204287703,0.34613340810290294,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,693,East
0.18349455395771233,-0.26390113729417,0.6329874785409165,0.026636432204287703,0.34613340810290294,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,693,East
0.18349455395771233,-0.26390113729417,0.6329874785409165,0.026636432204287703,0.34613340810290294,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,693,East
0.14503689569553888,-0.25213592069868,0.5518741257081234,1.8366875968845245e-4,0.29009248285953154,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,723,East
0.14503689569553888,-0.25213592069868,0.5518741257081234,1.8366875968845245e-4,0.29009248285953154,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,723,East
0.14503689569553888,-0.25213592069868,0.5518741257081234,1.8366875968845245e-4,0.29009248285953154,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,723,East
0.14503689569553888,-0.25213592069868,0.5518741257081234,1.8366875968845245e-4,0.29009248285953154,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,723,East
0.14503689569553888,-0.25213592069868,0.5518741257081234,1.8366875968845245e-4,0.29009248285953154,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,723,East
0.14503689569553888,-0.25213592069868,0.5518741257081234,1.8366875968845245e-4,0.29009248285953154,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,723,East
0.13476125129808764,-0.25465550999785136,0.5364054778509253,-0.0055365802199607884,0.2766111799591102,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,730,East
0.09752926300110891,-0.28753534372569256,0.49515058446143845,-0.034866350195770085,0.23012716634352942,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,753,East
0.09752926300110891,-0.28753534372569256,0.49515058446143845,-0.034866350195770085,0.23012716634352942,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,753,East
0.09752926300110891,-0.28753534372569256,0.49515058446143845,-0.034866350195770085,0.23012716634352942,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,753,East
0.09752926300110891,-0.28753534372569256,0.49515058446143845,-0.034866350195770085,0.23012716634352942,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,753,East
0.09752926300110891,-0.28753534372569256,0.49515058446143845,-0.034866350195770085,0.23012716634352942,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,753,East
0.09752926300110891,-0.28753534372569256,0.49515058446143845,-0.034866350195770085,0.23012716634352942,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,753,East
0.09752926300110891,-0.28753534372569256,0.49515058446143845,-0.034866350195770085,0.23012716634352942,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,753,East
0.04590667355502245,-0.36234547039781995,0.4581994055406803,-0.09497874066853079,0.18789744883322163,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,783,East
0.04590667355502245,-0.36234547039781995,0.4581994055406803,-0.09497874066853079,0.18789744883322163,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,783,East
0.04590667355502245,-0.36234547039781995,0.4581994055406803,-0.09497874066853079,0.18789744883322163,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,783,East
0.04590667355502245,-0.36234547039781995,0.4581994055406803,-0.09497874066853079,0.18789744883322163,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,783,East
0.04590667355502245,-0.36234547039781995,0.4581994055406803,-0.09497874066853079,0.18789744883322163,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,783,East
0.04590667355502245,-0.36234547039781995,0.4581994055406803,-0.09497874066853079,0.18789744883322163,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,783,East
0.04590667355502245,-0.36234547039781995,0.4581994055406803,-0.09497874066853079,0.18789744883322163,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,783,East
0.001731471125192657,-0.4609206440481658,0.4398994701158245,-0.15437270445960022,0.15874108941220177,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,813,East
0.001731471125192657,-0.4609206440481658,0.4398994701158245,-0.15437270445960022,0.15874108941220177,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,813,East
0.001731471125192657,-0.4609206440481658,0.4398994701158245,-0.15437270445960022,0.15874108941220177,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,813,East
0.001731471125192657,-0.4609206440481658,0.4398994701158245,-0.15437270445960022,0.15874108941220177,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,813,East
0.001731471125192657,-0.4609206440481658,0.4398994701158245,-0.15437270445960022,0.15874108941220177,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,813,East
0.001731471125192657,-0.4609206440481658,0.4398994701158245,-0.15437270445960022,0.15874108941220177,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,813,East
0.001731471125192657,-0.4609206440481658,0.4398994701158245,-0.15437270445960022,0.15874108941220177,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,813,East
-0.03451756399330995,-0.5370456883110633,0.44790839595192417,-0.20344351324315718,0.13800564336391014,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,843,East
-0.03451756399330995,-0.5370456883110633,0.44790839595192417,-0.20344351324315718,0.13800564336391014,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,843,East
-0.03451756399330995,-0.5370456883110633,0.44790839595192417,-0.20344351324315718,0.13800564336391014,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,843,East
-0.03451756399330995,-0.5370456883110633,0.44790839595192417,-0.20344351324315718,0.13800564336391014,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,843,East
-0.03451756399330995,-0.5370456883110633,0.44790839595192417,-0.20344351324315718,0.13800564336391014,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,843,East
-0.03451756399330995,-0.5370456883110633,0.44790839595192417,-0.20344351324315718,0.13800564336391014,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,843,East
-0.03451756399330995,-0.5370456883110633,0.44790839595192417,-0.20344351324315718,0.13800564336391014,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,843,East
-0.06284043183442553,-0.6006044300674005,0.4444110918548981,-0.23789322465584184,0.12119540057421677,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,873,East
-0.06284043183442553,-0.6006044300674005,0.4444110918548981,-0.23789322465584184,0.12119540057421677,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,873,East
-0.06284043183442553,-0.6006044300674005,0.4444110918548981,-0.23789322465584184,0.12119540057421677,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,873,East
-0.06284043183442553,-0.6006044300674005,0.4444110918548981,-0.23789322465584184,0.12119540057421677,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,873,East
-0.06284043183442553,-0.6006044300674005,0.4444110918548981,-0.23789322465584184,0.12119540057421677,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,873,East
-0.06284043183442553,-0.6006044300674005,0.4444110918548981,-0.23789322465584184,0.12119540057421677,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,873,East
-0.06284043183442553,-0.6006044300674005,0.4444110918548981,-0.23789322465584184,0.12119540057421677,-3,43.4,"Urdaibai,
 Spain",4.2307692307692335,0.8734273303125113,ProxyRecord,873,East
-0.08323713228983237,-0.6204641109912682,0.41640843782652276,-0.258510122916922,0.09823149151613757,-22.4,64.8,"Vioarholmi,
 Iceland",0.5767182888400064,0.015828834166185236,ProxyRecord,902.9999999999999,East
-0.08323713228983237,-0.6204641109912682,0.41640843782652276,-0.258510122916922,0.09823149151613757,-8.4,54.8,"Bracky Bridge,
 Ireland",0.7502288079250127,0.033078914515867225,ProxyRecord,902.9999999999999,East
-0.08323713228983237,-0.6204641109912682,0.41640843782652276,-0.258510122916922,0.09823149151613757,-4.4,58.4,"Kyle of Tongue,
 Scotland",-0.05751802581415612,0.04898374685607073,ProxyRecord,902.9999999999999,East
-0.08323713228983237,-0.6204641109912682,0.41640843782652276,-0.258510122916922,0.09823149151613757,-5.1,58.4,"Loch Laxford,
 Scotland",0.056235909131077205,0.03284948098070488,ProxyRecord,902.9999999999999,East
-0.08323713228983237,-0.6204641109912682,0.41640843782652276,-0.258510122916922,0.09823149151613757,-3.9,50.3,"Thurlestone,
 South West England",1.0020585168121026,0.2908705157339945,ProxyRecord,902.9999999999999,East
-0.08323713228983237,-0.6204641109912682,0.41640843782652276,-0.258510122916922,0.09823149151613757,-3,43.4,"Bilbao,
 Spain",1.3378674306814897,0.4181146560078387,ProxyRecord,902.9999999999999,East
